"","ResponseId","v1","assignment","should_exclude","responded","geometry","governatore"
"1832","R_2dMYgufgfG1nONg",1981,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1833","R_2dMiULIXG8AX56u",73,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1834","R_2dN2A87TFQ17hED",530,"Control",0,1,c(31.0977935791016, 29.0744018554688),"Beni Suef"
"1835","R_2dNlBzYOBsjJtoR",3933,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1836","R_2dQQajMlST3SPxA",3757,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1837","R_2dQmemVTkL3GCfi",1822,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1838","R_2dQmgoiAoiruX9B",3477,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1839","R_2dQrtHGm5ZupLZ9",2220,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1840","R_2dRCCuglQ7yg7bZ",3337,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1841","R_2dRqDuzkEeCLb1t",985,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1842","R_2dSCX5KkH0wTmrn",679,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1843","R_2dSKBS36ENYtVWA",1598,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1844","R_2dScuv9QP3YPRcw",3862,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1845","R_2dSj0TYSqXb6LeZ",2178,"WhatsApp_Group",0,1,c(32.7266998291016, 26.1641998291016),"Qena"
"1846","R_2dT6edBEGZpXCcn",2097,"WhatsApp_Group",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"1847","R_2dX5LGcapZmFX8r",1921,"WhatsApp_Group",0,1,c(30.7530975341797, 28.1112976074219),"Menia"
"1848","R_2dXwbNAYgcvJqgx",3604,"WhatsApp_Group",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"1849","R_2dZwUtWxLdlve7z",727,"Control",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1850","R_2dg9ajuwmIjiXgC",2016,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1851","R_2dgLiwsh7hH3HNH",2988,"WhatsApp_Ind",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"1852","R_2dhF6kPYBZQvHgT",2070,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1853","R_2diHarWukWDYSGp",438,"Control",0,1,c(31.2230072021484, 30.0355072021484),"0"
"1854","R_2diOR55gbuWAwS6",3081,"WhatsApp_Group",0,1,c(30.8417053222656, 27.7313995361328),"Menia"
"1855","R_2dnKGkboO19Kh6w",4001,"WhatsApp_Ind",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"1856","R_2dnbwp03K2bwFuB",2494,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1857","R_2dnoHfBKKAtTCar",2105,"WhatsApp_Group",0,1,c(31.8105010986328, 31.4165954589844),"0"
"1858","R_2dp5K1HsaICkOjS",3579,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1859","R_2drVlCHOruL0OFK",855,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1860","R_2dsAJt2v5Qk2EgS",2893,"Remind_Show",0,1,c(31.2230072021484, 30.0355072021484),"0"
"1861","R_2dsQs7aFiN9R3wr",806,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1862","R_2dt13hNrnB2gIWX",936,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1863","R_2du9IuOXykA7rTa",3392,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1864","R_2dupaARaVWBHjqv",2926,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1865","R_2dv8CeqnYCocNeH",883,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1866","R_2dyw2eAzLBku6gS",1063,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1867","R_2e4gTOiWTOjt5E2",2537,"WhatsApp_Group",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"1868","R_2e4sDgI4dKXrknq",95,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1869","R_2e8tJblWRoZ9DzQ",2675,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1870","R_2e9C10sUEVqdZWr",23,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1871","R_2ePQfyKQKa7hSC3",390,"Facebook",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1872","R_2ePdZiHHhldgA4u",3212,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1873","R_2eQLFH7l8Qoh05X",1848,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1874","R_2eRqoEPyhcpAqXn",1370,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1875","R_2eW2UdHfC7b87X7",2894,"Remind_Show",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"1876","R_2eX88itrLNohqGM",642,"Facebook",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1877","R_2eXQO21uvJZ22IL",3334,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1878","R_2eXUOqfcbsU4cDi",1740,"WhatsApp_Group",0,1,c(30.4716033935547, 31.0321044921875),"Behera"
"1879","R_2ea4xl2ztXIKmxF",1068,"Control",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"1880","R_2eb5AOgMkvxY00B",2703,"WhatsApp_Group",0,1,c(31.4393005371094, 30.7568969726562),"Sharkia"
"1881","R_2ebDu3lQ7dIFGPW",269,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1882","R_2f0N8UEHNJAlh5d",1016,"Facebook",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"1883","R_2f1Bf5U251SqD8w",2278,"WhatsApp_Group",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"1884","R_2f24c7QR6e3NtxQ",33,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1885","R_2f6FoQFK5IVSaQd",2315,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1886","R_2f7nTsNejsxxGzQ",1396,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1887","R_2f9ZO9UESH9krTz",505,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1888","R_2fAFMoeZ4j4iVmH",675,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1889","R_2fANzLTauEEbUk9",1523,"WhatsApp_Group",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"1890","R_2fB6HUoN8xsFJDZ",1885,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1891","R_2fCATkLI3VLyAC8",2465,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1892","R_2fCg99LvSN8iLCZ",2742,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1893","R_2fIPjuOsU80LBNN",893,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1894","R_2fJ0uVPa8fRlB3B",1296,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1895","R_2fJ8yN3dNEVdQlH",658,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1896","R_2fK8LKvEYxRsIXv",2916,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1897","R_2fKgHvWMqb8NFre",822,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1898","R_2fUSVTT8Ps03PDb",1634,"WhatsApp_Group",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"1899","R_2fa4nZhZh72xoco",4163,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1900","R_2fcCzwQqjSDB4AL",3558,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1901","R_2fe42FW62lST7s9",3077,"WhatsApp_Group",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"1902","R_2ffIPFXnjAtWPo8",813,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1903","R_2fg04fWQabCaD2g",3379,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1904","R_2fjTAa5reZHh1wV",3422,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1905","R_2fkaUR6tci1QGVd",3759,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1906","R_2fkejuWAkSncrGW",3786,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1907","R_2flGUeEFatLUbiv",718,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1908","R_2flMi5jsEwjdrnz",899,"Control",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"1909","R_2flXVujzOXEw1Qc",3445,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1910","R_2flYhNBJ2SIQpBe",447,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1911","R_2fm5efdB7B5JpgR",3534,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1912","R_2foDKWYpAYGwX4P",2484,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1913","R_2fpUZYmzJmcbXmj",1873,"Remind_Show",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"1914","R_2fpWgWEXZ7eKzm7",2076,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1915","R_2fqE0d9uegEZrpx",2621,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1916","R_2frDANzOh2No5rw",270,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1917","R_2frNTYBKpy7F59Y",2810,"Remind_Show",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"1918","R_2frOaVzITXFeT6x",3860,"WhatsApp_Ind",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"1919","R_2frZ9DQ4AlgQIGn",1823,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1920","R_2fuGKBaw9NkgPTJ",3332,"Remind_Show",0,1,c(30.9452972412109, 30.6806945800781),"Menoufia"
"1921","R_2fv4SBqcIu1ZQAX",1034,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1922","R_2fwYPFBpzzQQXHY",3728,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1923","R_2fycRffNM8t7QBb",1671,"Remind_Show",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"1924","R_2gdzbWL5x8Ic6WJ",3046,"WhatsApp_Group",0,1,c(31.8105010986328, 31.4165954589844),"0"
"1925","R_2h47AGOyU7QULFD",854,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1926","R_2hOTGpzGEoq7POx",3974,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1927","R_2i1ScU6Ea77ADst",2188,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1928","R_2i2pOd3qKAX8wLv",950,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1929","R_2i5mnNx9lZg3ZTz",3134,"WhatsApp_Group",0,1,c(30.841796875, 29.3099060058594),"Fayoum"
"1930","R_2icyWoj5emsQs2B",113,"Facebook",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"1931","R_2l4ABZSStFKvwAN",3251,"WhatsApp_Group",0,1,c(30.7530975341797, 28.1112976074219),"Menia"
"1932","R_2lEtP8DsAS7fPyN",2975,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1933","R_2lbVoFNNK1kNCtX",3302,"WhatsApp_Ind",0,1,c(31.0977935791016, 29.0744018554688),"Beni Suef"
"1934","R_2lfoamyIIRj0CWZ",3788,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1935","R_2mBQwrkaawjBe6Z",3442,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1936","R_2mEWiUOlYx6lKaR",529,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1937","R_2mkgs4O2OJsCGm5",1104,"Facebook",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1938","R_2oaCChhs38S4OM9",2215,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1939","R_2odDAfkYQSZ98mR",2646,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1940","R_2ou1caCB7yvlrA5",1571,"WhatsApp_Group",0,1,c(32.6535949707031, 25.6954956054688),"Luxor"
"1941","R_2pJh1ihq9YicG56",2859,"Remind_Show",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1942","R_2pJrPxOz8aOVvrK",751,"Control",0,1,c(31.5028991699219, 30.5872955322266),"Sharkia"
"1943","R_2pKLBewIpRBLTIe",1987,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1944","R_2pKN9gE2D0Skohg",4172,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1945","R_2pQ6p1YdLtrbflD",1187,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1946","R_2pVMOoZvjWiAb8z",2079,"WhatsApp_Group",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"1947","R_2pVULljmSgnnw7f",1548,"WhatsApp_Group",0,1,c(31.8105010986328, 31.4165954589844),"0"
"1948","R_2pVsBAiOXOIBWk4",3401,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1949","R_2pYnOuuBATaSiZd",3267,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1950","R_2pYsVKbHKqcOsFa",1857,"Remind_Show",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"1951","R_2q2eR3Cx1NMAcpq",123,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1952","R_2q33EdTZfeOL9pj",1092,"Facebook",0,1,c(30.9828948974609, 28.9235992431641),"Beni Suef"
"1953","R_2q3kizzyLqXoClB",2701,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1954","R_2q3rI78hmkZLRAK",3650,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1955","R_2q4zjoKn9Ymquzy",135,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1956","R_2q4ztcAYKk67vcz",890,"Control",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"1957","R_2q8d5koSFhgaPUn",576,"Control",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1958","R_2q96CTE2Rh5HpGQ",3131,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1959","R_2qEigIpyDUVIdBt",1626,"WhatsApp_Group",0,1,c(31.2230072021484, 30.0355072021484),"0"
"1960","R_2qEtPgkoLcu6uqI",3072,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1961","R_2qaS3zhCkiDP1dy",2908,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1962","R_2qarXDzGSIOyF7j",1514,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1963","R_2qepX6X9MY3txYS",932,"Control",0,1,c(30.7530975341797, 28.1112976074219),"Menia"
"1964","R_2qfW5SpSbdTHM6y",3883,"Remind_Show",0,1,c(30.5079040527344, 30.3663940429688),"Menoufia"
"1965","R_2qgClHgson3Rqzs",1777,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1966","R_2qgDJly2dPhpj8p",2521,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1967","R_2qk0FotBhg8g9o3",4029,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1968","R_2qkh9hoLQTu807o",3966,"WhatsApp_Ind",0,1,c(31.1759948730469, 30.4580993652344),"Kalyoubia"
"1969","R_2qmegDn4gjlP2oE",1511,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1970","R_2qq7WzbOqcNX6E5",2615,"Remind_Show",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"1971","R_2qsF4uMNudMbSUC",4038,"Remind_Show",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"1972","R_2qsLI3RSkntM1rg",2794,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1973","R_2qscSCMz0uK1iKX",3998,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1974","R_2qt9FzwFcI4ncc2",2065,"WhatsApp_Ind",0,1,c(31.5028991699219, 30.5872955322266),"Sharkia"
"1975","R_2qvAmOgpzIkPYWt",2194,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1976","R_2qyErvqRfEfWJwt",2950,"WhatsApp_Ind",0,1,c(30.7530975341797, 28.1112976074219),"Menia"
"1977","R_2rA59qTr6SEdRWg",1009,"Facebook",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"1978","R_2rA8CoFK4Pihjzs",514,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1979","R_2rAWtsOEO3i7Ar4",4171,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1980","R_2rBofEIRMCFfcM3",3907,"Remind_Show",0,1,c(30.4716033935547, 31.0321044921875),"Behera"
"1981","R_2rHqmKQiJnzmmNt",902,"Control",0,1,c(30.7530975341797, 28.1112976074219),"Menia"
"1982","R_2rJb7DSefGlWVKz",2386,"WhatsApp_Ind",0,1,c(32.9069976806641, 24.0933990478516),"Aswan"
"1983","R_2rJzElptnR6MT5F",383,"Facebook",0,1,c(31.8105010986328, 31.4165954589844),"0"
"1984","R_2rOQcJG5cOdEtFh",3449,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1985","R_2rOr5rLJBZJ8Nf8",2176,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1986","R_2rPzrMyRCAR0Hs8",2492,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1987","R_2rSCazyGgBRiIVt",3386,"Remind_Show",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"1988","R_2rSlYmJSSbarQS8",4072,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1989","R_2rTvKKHegvPYelm",3153,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1990","R_2rUvTgiVsjKTtcv",4123,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1991","R_2rZRMNplrmEMphR",2152,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1992","R_2rZoIMeZ0TCoOGf",1380,"WhatsApp_Group",0,1,c(31.5028991699219, 30.5872955322266),"Sharkia"
"1993","R_2rinuKCzqqGIXNm",3871,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1994","R_2rishYfVF14hyMm",701,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1995","R_2rj8aZltpSMG6ma",2891,"Remind_Show",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1996","R_2rkcwssQPKS8ufC",3127,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"1997","R_2rolJB0Wbzioeto",2724,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"1998","R_2rpEn2vdyW8HNhP",2860,"Remind_Show",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"1999","R_2rq0pPBi2Mwxgq1",2914,"Remind_Show",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"2000","R_2rq3FgH1VCrYVYw",1438,"WhatsApp_Group",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"2001","R_2rqJnnOeWVr6bGg",3274,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2002","R_2rqqtI92AsiIIBY",1911,"WhatsApp_Group",0,1,c(31.8105010986328, 31.4165954589844),"0"
"2003","R_2ruXwzp8JIfEgAd",2349,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2004","R_2rueiwbFaNpabsa",3285,"WhatsApp_Group",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"2005","R_2rutuQZhjfeM86t",3219,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2006","R_2rvaVyBpbJpATCQ",3407,"Remind_Show",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"2007","R_2rw1V2XrtJjOUuO",2890,"Remind_Show",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2008","R_2rw7cuCEfac0qkP",1015,"Facebook",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"2009","R_2rx6HsIguvgTkAC",726,"Control",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2010","R_2rxrxSulcIQGY5J",620,"Control",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2011","R_2s0fAXwFL4iI24C",239,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2012","R_2s1DODJHYAiWWXZ",3060,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2013","R_2s4kTPl3kPzQbLq",1537,"WhatsApp_Group",0,1,c(31.8105010986328, 31.4165954589844),"0"
"2014","R_2sRTZJ7Q6IfyXon",2746,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2015","R_2sSwqA7MtHYsrGc",819,"Facebook",0,1,c(31.5028991699219, 30.5872955322266),"Sharkia"
"2016","R_2sTKUieMMW12pga",3605,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2017","R_2sU2604igHOR67U",3087,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2018","R_2sWHRBmBV9gaJqW",1194,"Facebook",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2019","R_2sYDLZYKFzB4NXl",1660,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2020","R_2sYg65eRLmWj9EF",1736,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2021","R_2sYkDrAZ5WbmlTG",4212,"WhatsApp_Ind",0,1,c(31.3007965087891, 29.8414001464844),"Cairo"
"2022","R_2sbQ5s7WD1eZOWh",166,"Control",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"2023","R_2sc0zJV8aimqBsA",2107,"WhatsApp_Group",0,1,c(31.2503967285156, 30.7144012451172),"Gharbia"
"2024","R_2seJTpbRp3zkrcJ",420,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2025","R_2sjltfdMMSlChAl",3861,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2026","R_2t35IoFZUiipumO",3054,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2027","R_2t51Yv6WAF9c0Yv",3007,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2028","R_2t6hsZuOuAIV6Jf",3857,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2029","R_2t8UpBS7KS24xkY",586,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2030","R_2t9J6ZrleClQtRq",3669,"Remind_Show",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"2031","R_2t9gxkckskOa5TP",2690,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2032","R_2tD4rdiNLdbdXKy",2574,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2033","R_2tDtUGNHYRN50Vg",3480,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2034","R_2tF3UKBy0WubdHI",3616,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2035","R_2tFoHqIUZTufwX8",1570,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2036","R_2tGnBuMXt72KQQ9",2623,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2037","R_2tJ1YtTdmxumicc",2966,"WhatsApp_Group",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"2038","R_2tJSlq3JaP9QvJZ",4054,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2039","R_2tL6mi4d4CxK0eF",611,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2040","R_2ta0KnL5DoY5Fg8",2540,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2041","R_2ta3Yj65tO6JJG8",2151,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2042","R_2tbMCA86BUgS0ot",3916,"WhatsApp_Ind",0,1,c(32.2758941650391, 30.6045989990234),"Ismailia"
"2043","R_2tcbvGapnCmV9SB",3548,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2044","R_2tciwsNOLQqy5oZ",2258,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2045","R_2tfd12wRwT4h1lE",2857,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2046","R_2tgIgjvMullYSD0",1366,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2047","R_2thTTMn8DUSmJxW",3017,"WhatsApp_Group",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"2048","R_2thgb0ytmPMzWGz",1892,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2049","R_2tikxDzK82HXsZ6",3378,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2050","R_2tlBNqSQtYQ1WyY",1826,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2051","R_2tlEVFQKP5MLitM",254,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2052","R_2tojEIHi7ZETErB",1011,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
