"","ResponseId","v1","assignment","should_exclude","responded","geometry","governatore"
"2053","R_2trnYhLFW9LKwZd",3807,"WhatsApp_Ind",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"2054","R_2tru9WUtkQJYR7E",582,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2055","R_2ttGBbDpAZTFY4C",4214,"WhatsApp_Ind",0,1,c(31.2230072021484, 30.0355072021484),"0"
"2056","R_2tu3Vg94AbnzAMA",1489,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2057","R_2tunSlRjU3MxquR",1411,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2058","R_2tupqv4o7PjclQv",1677,"Remind_Show",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"2059","R_2ty4IOLyODlndHY",4101,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2060","R_2ty5QedkvM5yz8X",538,"Control",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"2061","R_2tyPj7F7WcqNVNH",1400,"WhatsApp_Ind",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"2062","R_2tywnTrWwAca7sB",2561,"WhatsApp_Ind",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"2063","R_2tzoTFUvrYt4rjA",3840,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2064","R_2uBBv3RIEc4t3cx",626,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2065","R_2uBxc6k9oaPPrbQ",124,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2066","R_2uCh6H2KlXwSTgl",573,"Control",0,1,c(31.6788024902344, 30.5377044677734),"Sharkia"
"2067","R_2uNJ8vCV0vorkYI",2964,"WhatsApp_Group",0,1,c(32.7266998291016, 26.1641998291016),"Qena"
"2068","R_2uO69io71gV9Njf",1314,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2069","R_2uOJpvdqx43ePQW",3100,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2070","R_2uON0emkBvdYhc1",3971,"WhatsApp_Group",0,1,c(31.5028991699219, 30.5872955322266),"Sharkia"
"2071","R_2uU16RuYle9hKv1",833,"Facebook",0,1,c(31.8105010986328, 31.4165954589844),"0"
"2072","R_2uVONA2n3wcREzb",162,"Control",0,1,c(30.7530975341797, 28.1112976074219),"Menia"
"2073","R_2uWMSRngx3JL8Iu",4078,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2074","R_2uqAFQntyNBBQUh",2725,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2075","R_2uqCXGMBqXrlWHw",3889,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2076","R_2urG1nzWPXH1VvM",245,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2077","R_2urIVxubjhTHj4y",3626,"WhatsApp_Ind",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"2078","R_2uvKS0BqaVtzYrx",2093,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2079","R_2uxGAp2Q7ajOosx",3832,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2080","R_2uxK3WZmX2zrrRp",2380,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2081","R_2uy5YgDq9SEtaIt",3817,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2082","R_2v0KfuTod0BGBlj",3273,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2083","R_2v1YDPdARZU1Jbk",1556,"WhatsApp_Group",0,1,c(30.8417053222656, 27.7313995361328),"Menia"
"2084","R_2v2P6fbkrDvpAx0",1474,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2085","R_2v2i4alRQ5XJRgO",4033,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2086","R_2v3ahpcH9SN6yLm",2799,"WhatsApp_Ind",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"2087","R_2v68t9pXKkGe27Q",1311,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2088","R_2v7i40Wdxx8qy40",2544,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2089","R_2v84FmmYVDcenJZ",774,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2090","R_2v8P43jnIEz2Sad",1721,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2091","R_2vYQ05Q28AnzNYn",981,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2092","R_2vZiPmndzraW51s",395,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2093","R_2vbOXPhR8xSt8gh",3515,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2094","R_2vbRHanWSiTpK3z",374,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2095","R_2ve7mfAiIHB7wZV",1374,"Remind_Show",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"2096","R_2vf6RS1Tz7hWdTt",669,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2097","R_2viU8dWcCeiumpn",3958,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2098","R_2vjkkzid6Mz2cNC",1937,"WhatsApp_Group",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"2099","R_2vkOJaUlnP8ne9g",1292,"Facebook",0,1,c(31.2230072021484, 30.0355072021484),"0"
"2100","R_2vkT4GEW0t8QIBA",2849,"Remind_Show",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"2101","R_2vkukOd4hq528oZ",6,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2102","R_2vl7teuz7Mjjmj6",3473,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2103","R_2vldGDsmZN2QmP6",848,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2104","R_2w0vKI9B6xhSfKn",2594,"Remind_Show",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"2105","R_2w1u1qvSNvW0hCX",1083,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2106","R_2w6NccrnLRmEwK9",1446,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2107","R_2wB9P5qEKcbp7mh",2168,"WhatsApp_Group",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"2108","R_2wFGt9j5Dg1CnOU",2410,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2109","R_2wLJFkZXTdvyThk",2235,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2110","R_2wM6wQP7QQpqjUM",3257,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2111","R_2wMJMMAbPWcTWzr",3770,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2112","R_2wN8Uzl1U5l4eLS",693,"Control",0,1,c(30.7530975341797, 28.1112976074219),"Menia"
"2113","R_2wNs8BjAlJ0lHlL",3526,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2114","R_2wQP3aMDC9h2gl1",2071,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2115","R_2wQSsXx9zNsTnV6",928,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2116","R_2wQw1Tsuegd1Vvq",4085,"WhatsApp_Group",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"2117","R_2wRlzipmWr4D0C4",2401,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2118","R_2wSQeGe2VgiZm1N",3989,"WhatsApp_Group",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"2119","R_2wSsgraYI1PbpXr",1868,"Remind_Show",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"2120","R_2wTy1BCzgfhxkiW",3772,"WhatsApp_Ind",0,1,c(32.6535949707031, 25.6954956054688),"Luxor"
"2121","R_2wTzj6CnetJXUX8",301,"Control",0,1,c(31.8105010986328, 31.4165954589844),"0"
"2122","R_2waC92M7aC7JZqm",515,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2123","R_2waZJ9ARENnxUbe",1583,"WhatsApp_Group",0,1,c(32.7266998291016, 26.1641998291016),"Qena"
"2124","R_2wbhj3EA8HIrkpQ",631,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2125","R_2wdIdiKcD7zxCpG",219,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2126","R_2wgF7jTKn18vyB0",3932,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2127","R_2wnMAKaeYjZ42SO",2963,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2128","R_2wnOUCHxvRv7shY",2420,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2129","R_2woEMiIyNwY3DFj",2639,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2130","R_2wowDIe7AnqZJoW",89,"Control",0,1,c(30.9452972412109, 30.6806945800781),"Menoufia"
"2131","R_2wt6M8yxBgqzCpU",2728,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2132","R_2wtYKWoIXtqqhR4",2034,"WhatsApp_Ind",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"2133","R_2wtsHTIaJ7gPx2x",3355,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2134","R_2wuiSjZuRS4dRxK",3681,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2135","R_2wvNhZLgFTR4Hj6",3280,"WhatsApp_Group",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"2136","R_2wvpRYLnUNvbPV8",1853,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2137","R_2xAiifDlvzjxGUV",153,"Facebook",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"2138","R_2xCXCrW8E4IyprG",2902,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2139","R_2xEGu4jwwHqfs6b",3461,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2140","R_2xEhQhwoK2wPmjx",775,"Control",0,1,c(31.8105010986328, 31.4165954589844),"0"
"2141","R_2xFOTpX48GITxds",1750,"WhatsApp_Ind",0,1,c(32.2841033935547, 31.2565002441406),"Port Said"
"2142","R_2xGoA4DlObYsval",3322,"Remind_Show",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2143","R_2xQ6VwHvbAgTnx7",3206,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2144","R_2xQcRysFRrAdnj1",2769,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2145","R_2xQwpeX8Z0sBrlU",4068,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2146","R_2xUUGVWBC2MCDcL",2671,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2147","R_2xV4Ut3ig0otdDe",197,"Control",0,1,c(32.2758941650391, 30.6045989990234),"Ismailia"
"2148","R_2xVGYXOTDEs341T",2819,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2149","R_2xViR7Hor8kgfP0",4169,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2150","R_2xWS9KBIykSpjhJ",3172,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2151","R_2xWqrdHJYUSHDGB",2846,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2152","R_2xXVAIR9OuI2KRo",3629,"WhatsApp_Group",0,1,c(30.841796875, 29.3099060058594),"Fayoum"
"2153","R_2xY3g5Cjsry6n0u",4197,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2154","R_2xYts4i1GHDckCb",1825,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2155","R_2xwOkXKZd986hse",1001,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2156","R_2xxz8BrfrKgqehZ",1899,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2157","R_2xzKOnZXZJTFRhT",256,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2158","R_2y1Sz2RTNfkOECC",379,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2159","R_2y2E2T05fgwkztT",2768,"WhatsApp_Group",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"2160","R_2y2WmHmhI2MqJ6Q",261,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2161","R_2y3CJnqfcL8twyu",556,"Facebook",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"2162","R_2y4xRiee2Q2oauJ",3474,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2163","R_2y7Kuj4RJ0YXbdw",1775,"WhatsApp_Ind",0,1,c(31.885498046875, 26.33740234375),"Suhag"
"2164","R_2y8bdAUTaPNbSda",1569,"WhatsApp_Group",0,1,c(30.841796875, 29.3099060058594),"Fayoum"
"2165","R_2yeePNZyj0TwNaG",4011,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2166","R_2yfnlbyWdAexQjV",3084,"WhatsApp_Group",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"2167","R_2yj86JwayUcKF0O",4093,"WhatsApp_Group",0,1,c(31.5028991699219, 30.5872955322266),"Sharkia"
"2168","R_2yjyhCOGgChX7iK",2035,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2169","R_2ykJEa3psjwVa1P",526,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2170","R_2ykJIMit0PqOcJT",3516,"WhatsApp_Ind",0,1,c(30.841796875, 29.3099060058594),"Fayoum"
"2171","R_2yl7j4NF6qaDhat",2056,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2172","R_2ylQ93riTRWa0i4",2481,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2173","R_2ylWIXvv8PnzAi0",2299,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2174","R_2yq1AjRcyVmXAxM",1908,"WhatsApp_Ind",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"2175","R_2yqteRfTLlYdtyb",4015,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2176","R_2yr3xF6aamonrVD",2787,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2177","R_2ysmir1uVggMn4a",3162,"WhatsApp_Group",0,1,c(32.9069976806641, 24.0933990478516),"Aswan"
"2178","R_2ysx18CqomvTq8J",1229,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2179","R_2z5qvG3GUxBzk8p",59,"Control",0,1,c(31.1759948730469, 30.4580993652344),"Kalyoubia"
"2180","R_2z6WtAUqZkGBvg6",1865,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2181","R_2z76voAyCGvW0k7",3593,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2182","R_2z7MZAOAGRK9arh",241,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2183","R_2z7l3NhM4BcvQGA",4014,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2184","R_2z896H5wGadOuOr",289,"Control",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"2185","R_2z8vwmljlinL5Nj",517,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2186","R_2zAYGGDSPihe1oC",2305,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2187","R_2zCr9WywlbHQA85",117,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2188","R_2zCvAaAdR8xvqwq",2511,"WhatsApp_Group",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"2189","R_2zFQ1HE734LCaVI",3812,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2190","R_2zHED2x9skXThXN",3013,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2191","R_2zI28obSX5l4iOE",4002,"WhatsApp_Group",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"2192","R_2zI7CNGf07c2jMJ",1118,"Facebook",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"2193","R_2zISvEgsrsgZ6qg",2012,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2194","R_2zJhTVH8elwPff5",167,"Control",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"2195","R_2zMc4ySaeJgenvi",4219,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2196","R_2zMfM927AU7r74I",2042,"WhatsApp_Group",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"2197","R_2zNDf6kNZmElX23",2217,"Remind_Show",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"2198","R_2zNoajRCy1Z9end",3887,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2199","R_2zO7ZCM0kdpLNjY",1316,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2200","R_2zOaBZz5C8Qgiqc",282,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2201","R_2zPgqDKR3RKA8nN",2586,"Remind_Show",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2202","R_2zRYGobkOqOyaQz",1722,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2203","R_2zTvsPdGkAMwqHz",1418,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2204","R_2zY0TURxP5JjWyG",3552,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2205","R_2zYj0yI7V7vWc8Y",1045,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2206","R_2zdwEAtq5YBkVNT",268,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2207","R_2zei9jUQIlzMb8w",2231,"Remind_Show",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"2208","R_2zk9TO4IgCXsUbK",3512,"WhatsApp_Ind",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"2209","R_2zkGUfuIZZDlDEE",1584,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2210","R_2zpBZ7WiRNbSSmt",733,"Control",0,1,c(31.5879974365234, 30.6712951660156),"Sharkia"
"2211","R_2ztKoJZ5kprcQUH",1139,"Control",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"2212","R_2zucMPJd5mZQfEQ",1633,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2213","R_2zwhi8OBfUqohQm",212,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2214","R_2zzItY19RNOPzHx",3794,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2215","R_3000Esx47NV9nSh",1876,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2216","R_3000FEGIzSZVjiA",1215,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2217","R_300mzETXK3a6FL4",807,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2218","R_301RPcCO1dTu9Rh",3859,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2219","R_301YjCZoh2dWgbb",941,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2220","R_302aXK0jqoYWg2Q",1390,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2221","R_302aceF4yV6cG2y",329,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2222","R_302cVSXYmy6GI1i",4074,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2223","R_3061wUuPYgHq034",3687,"Remind_Show",0,1,c(31.2230072021484, 30.0355072021484),"0"
"2224","R_306ju3T4WNtlBME",3808,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2225","R_306tssnQTRZi6NL",2222,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2226","R_308YpADpt0EwgXP",3120,"WhatsApp_Ind",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"2227","R_30eCKUcoIK2FK3o",4131,"WhatsApp_Ind",0,1,c(31.2230072021484, 30.0355072021484),"0"
"2228","R_30eIzqrcwZwbLUg",422,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2229","R_30ibOr5Zawbpg6a",2261,"WhatsApp_Group",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"2230","R_30jepcyrZFJuAtB",558,"Facebook",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"2231","R_30jgPNBmbT4JsOs",1614,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2232","R_30kN1qKGmJm6YTa",812,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2233","R_30oh0SHbeGG78Sh",2412,"WhatsApp_Ind",0,1,c(33.8180999755859, 27.2528991699219),"Red Sea"
"2234","R_30pEgLG8FzBKFL2",817,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2235","R_30qQNbwKLVbw96y",2979,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2236","R_30r9W6GQaRtut5Y",2834,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2237","R_30rcn6Q301iULaO",1443,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2238","R_30u842GNIbFKUPN",4192,"WhatsApp_Group",0,1,c(31.2230072021484, 30.0355072021484),"0"
"2239","R_30uyDfJTBqneeF9",3901,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2240","R_31AhSs6lArY4adJ",3370,"Remind_Show",0,1,c(31.6947937011719, 26.5570068359375),"Suhag"
"2241","R_31B3XLamr8QZMaV",1900,"WhatsApp_Group",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"2242","R_31FYrF2Lqql1rF7",3141,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2243","R_31Fcj9MtQ8VMdwH",451,"Control",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"2244","R_31GaHIAInUeDwmJ",1840,"Remind_Show",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2245","R_31KOVWpqU1wsZhk",296,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2246","R_31KvINqme9WKbqq",411,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2247","R_31MHQWmLq7Rk3m3",2839,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2248","R_31MM0AVmSyO5L51",416,"Control",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"2249","R_31NHUlLNq6ulWDi",78,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2250","R_31QK9AN7bjXrT4D",759,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2251","R_31RWPuumwgJeOQg",2593,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2252","R_31TPTfzNbEZYwTs",398,"Facebook",0,1,c(31.0003967285156, 30.7866058349609),"Gharbia"
"2253","R_31TVFPg2hN2wucb",403,"Facebook",0,1,c(31.3843994140625, 31.0370941162109),"Dakahlia"
"2254","R_31Xkl8K2JxxWAs3",460,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2255","R_31gUp2ejrIcD94W",1212,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2256","R_31hZtmTadrT5a2V",4149,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2257","R_31iRYKgLF1H8FDl",2829,"Remind_Show",0,1,c(31.2006988525391, 30.3538970947266),"Kalyoubia"
"2258","R_31iTIxjlD7wj0Tc",2095,"WhatsApp_Group",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2259","R_31iW5Z3Cie6yKT0",3662,"Remind_Show",0,1,c(30.4716033935547, 31.0321044921875),"Behera"
"2260","R_31mzP3PGzTE0YaN",2906,"Remind_Show",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2261","R_31o8zCstaKtTIXa",251,"Control",0,1,c(30.8513946533203, 31.0444946289062),"Kafr El-Shikh"
"2262","R_31pIytY2Wgtg0KG",3214,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2263","R_31szcNXvx61YqJN",242,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2264","R_31t4wApRXOxOkXO",1787,"Remind_Show",0,1,c(31.1867065429688, 27.1817016601562),"Assiut"
"2265","R_31uUpLoUXfY2gwz",3997,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2266","R_31yHSewABruy2s5",3296,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2267","R_31zQdgmYMkfeAzF",1495,"WhatsApp_Ind",0,1,c(31.2194061279297, 30.0079956054688),"Giza"
"2268","R_324NwQi9x1TmAqs",2037,"WhatsApp_Ind",0,1,c(29.9528961181641, 31.2162017822266),"Alexandria"
"2269","R_3254KQz8Fl37tY2",129,"Facebook",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2270","R_3259BFGvbbPXnhC",3414,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2271","R_325zX2VX2ZSLqQo",1246,"Control",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2272","R_32PKwtQiZZOTWss",3189,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2273","R_32PdWXdxVDTorgO",1561,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2274","R_32PdX0bDVNVMxyG",4224,"WhatsApp_Ind",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
"2275","R_32R8S8hiD9MLXLV",1978,"WhatsApp_Group",0,1,c(31.2852020263672, 30.0778045654297),"Cairo"
